emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,doc_type,page_count,ocr_conf,image_pct,table_density,token_count_k,amount_usd,signatures,layout_complexity,source_system,is_anomaly
0.4794749589708029,-0.0642930306897943,1.9040812736049335,-0.1288974537783839,1.557742949973337,-1.1252240549168053,-5.843868597455407,2.0850996275966756,-0.48687713912320657,-5.405691723772865,-1.8501832146672887,3.0447729766827734,2.5377242541674656,0.742244142263642,-3.680429477493255,-3.0690375913331374,1.027392288827952,2.095127229617773,-0.43325671902448243,-4.86845315047933,inspection_report,6.451162257962521,0.9253394795933979,0.22798095521561668,0.35920397823718175,7.82576309893361,15.906066150194594,0,0.6983552113414659,scan,0
-0.45689744206179317,-3.410243930129898,-0.520624326385666,-3.8248696234535196,-0.2601249267550023,1.5621566789890053,2.5941401654108236,-0.5534771931414715,5.788862466003392,0.7774800026163373,-1.2687463151688592,-4.983718290995997,-1.0299130412588937,2.95844522741179,-0.7408380683798683,1.2942172879417462,0.8951571007738548,-1.0123497268665353,-1.9276427403377956,0.2904341547584169,lease,14.169574343827403,0.9048797951521237,0.19734219142860157,0.07444275895599169,8.447846934132725,45.37077923888858,4,0.6456510942733574,portal,0
0.6245438761433306,-4.2062414839020565,-0.7639308227033109,-5.839958178972792,0.8238809740877995,1.4593801801531674,1.414415586847517,0.4048412239360541,9.915294829939487,-0.6536603327964704,-2.5658012646523836,-8.725379677417301,-0.8349866720496046,5.6207206053856265,-1.1307808834249864,1.534949717014477,2.291119538737108,-0.4581013680117213,-3.4686568443872257,-1.8445502752408076,lease,23.565506176059714,0.9484726189744193,0.23132081964413076,0.034341535002331766,8.61063303939153,21.326053843297508,4,0.23310078361444975,scan,0
0.7359380702150031,-3.9916128300565363,0.6957687896289164,-5.591241754865214,0.5189248838929263,1.2394321238876855,1.9066733664942825,-0.5176476332697572,8.099875077197488,0.30406191495099383,-2.1365742985510368,-7.275598175878142,-1.4096731908389035,4.4770519357788015,-1.7216375835884161,0.9770408723954848,1.5605736728532804,-1.0790153451213458,-2.3966953633315002,-1.0154021616504751,lease,16.70888902623304,0.9165426235959352,0.23760733895142638,0.09997875561724953,7.494788540381878,48.05015684365863,1,0.3561720786144215,scan,0
1.0138582372108071,-3.5382746493998005,-0.17539261231531755,-2.9683940335502355,0.45330492513685916,2.257695777269013,0.42895607226913746,0.35860513087416557,7.30946674568707,0.2748127072503598,-2.92994028618699,-6.254685387319597,-1.4152401587622168,3.894238954250285,-1.2496211252692504,0.6765661146741321,2.701293526537411,-1.25443096978726,-2.7092832045451125,-0.8641660084224847,lease,24.122634417345875,0.9676623759047326,0.07599769703351077,0.016211258641074824,9.414214334980764,24.49293731058207,1,0.29426242950304116,scan,0
-0.1443621948870828,-1.6261511057170916,-4.495808312763982,-0.8843998559953233,1.5372763782348184,1.066182845210347,-0.32289475869140327,-0.4276878365067108,5.328881862082412,-0.8352963893224659,-0.9573878190025081,-0.0029231449201141124,-0.9523106685864856,-0.36606263085385776,3.3353033933538296,-2.888843876271806,1.2964321353131245,0.6690660103229846,-1.8921639335856562,0.5725121661468523,maintenance_ticket,2.199421932981146,0.945145638480097,0.10360264057346424,0.1365914764061316,2.8667237114045503,20.153926219569506,0,0.4942567184499127,scan,0
0.3673848159023307,-4.629812242652443,-1.5697509291346736,-4.48362129467505,0.6137767620680128,1.345576329111703,1.5283623294529218,0.040101823648103274,9.189642171396324,0.0051879771146366715,-2.6667165851425043,-6.722050973428186,-1.447890422859126,4.407739923386708,0.6678874328877036,0.1271206948479615,1.9118844186875852,-0.7926713214719756,-3.3557324113245732,0.0006956428592775343,maintenance_ticket,3.179838233119913,0.9069318049953465,0.34116917721353685,0.08895064529487468,2.3715830546941365,34.24876610631361,0,0.4659237560179235,scan,0
-10.740353429157587,-14.935542527137512,8.308048280402208,-10.425674260762039,2.583792634483627,-14.62069452628903,-3.936969573471217,-4.130215848284329,2.077551587950463,7.486780999111273,-14.134733553597666,-10.506342953525406,7.225095650205964,7.75221541952887,3.8822365777984364,-7.5136107045489275,3.4935441045032154,-10.671797515580167,-6.162459235092358,-4.595322880337196,lease,27.67452419209411,0.6210974090812408,0.9570120398661668,0.06551646607714669,9.859559416342549,5967.278925550837,4,0.4376110034866528,scan,1
-1.5572257791826822,-0.05473345149712233,-4.075935648734965,0.8425231391873947,1.2636931865581384,0.19389474834361978,0.9828096868270104,-0.13598831206520023,2.705425708240331,1.2965663377198144,0.12149001298204823,1.1660561168954668,-1.653168217886214,-2.1437060445048335,3.8544040850565677,-1.979200247269608,1.634912345066374,-0.2517968006838276,-0.8367963702985712,2.62889882854711,maintenance_ticket,2.9238276771889598,0.927309421857043,0.28290128813201704,0.12344567930051986,0.9732764432100438,39.48072714670414,0,0.6702773677864808,email,0
-1.0024589165749096,-2.352672799447142,-4.591871012227209,-1.2893329732297538,0.7503700689550209,1.957848024948844,4.269086920262428,-1.9244985501513876,4.741636513136112,3.313641997617187,0.41368153737397273,-2.4563278804200097,-2.709781845861032,-0.06710550272406307,5.156028147391075,1.1357781105092126,0.9988325456400103,-1.4153505259772874,-1.4899927965290434,4.376613522920954,maintenance_ticket,1.6488106318275029,0.8909701174705067,0.2475549756247257,0.20411223558631458,1.4799391011850345,29.773772624822072,0,0.5391084291452936,email,0
-0.7085607862000802,0.6392032773803786,-0.868519351435225,0.4775919476417493,-1.611130666067932,0.45106078977249936,3.5903181217552325,-1.4656559660683093,-1.2933054982088454,2.723498252218546,0.9790271288955288,0.0644803563257701,0.34455351440631343,-1.9612158202589525,2.626727146768558,1.443229478871828,-1.2357382324121184,-1.001369381090836,0.603528911407562,2.4294823371085714,invoice,1.3911273654648064,0.8693176946890226,0.271605578999382,0.4204347946335436,1.5387066348873102,330.01803014927714,0,0.7036979427664578,scan,0
